Name,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Terance Mann - 2014,NA,"6' 6""",193,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malachi Richardson - 2014,NA,"6' 5.5""",193,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
King McLure - 2014,NA,"6' 3""",205,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brian Bowen - 2014,NA,"6' 6""",171,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
A.J. Turner - 2014,NA,"6' 6""",177,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Miles Bridges - 2014,NA,"6' 6""",217,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cody Riley - 2014,NA,"6' 8""",242,"0' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tres Tinkle - 2014,NA,"6' 7.5""",213,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ed Morrow - 2014,NA,"6' 7""",302,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dillon Brooks - 2014,NA,"6' 6""",224,"6' 4.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marques Bolden - 2014,NA,"6' 11""",204,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mickey Mitchell - 2014,NA,"6' 7.5""",210,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Davis - 2014,NA,"6' 3""",181,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Falzon - 2014,NA,"6' 8""",214,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Esa Ahmad - 2014,NA,"6' 7""",222,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ben Simmons - 2014,NA,"6' 8""",225,"0' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Noah Dickerson - 2014,NA,"6' 8""",244,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Derrickson - 2014,NA,"6' 8""",273,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Hogg - 2014,NA,"6' 8""",217,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thomas Bryant - 2014,NA,"6' 10""",220,"0' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Makol Mawien - 2014,NA,"6' 9""",193,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cheick Diallo - 2014,NA,"6' 9""",218,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ted Kapita - 2014,NA,"6' 8.5""",207,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Omari Spellman - 2014,NA,"6' 9""",268,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
DeAndre Ayton - 2014,NA,"7' 0""",220,"7' 4.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dewan Huell - 2014,NA,"6' 10.5""",212,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Deyonta Davis - 2014,NA,"6' 9.5""",212,"7' 1.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeremy Miller - 2014,NA,"6' 10.5""",211,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ivan Rabb - 2014,NA,"6' 10""",209,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Caleb Swanigan - 2014,NA,"6' 8""",269,"7' 1.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Davis - 2014,NA,"6' 9""",269,"7' 0.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jesse Govan - 2014,NA,"6' 11""",266,"7' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stephen Zimmerman - 2014,NA,"7' 0""",224,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Zach Brown - 2014,NA,"7' 0""",225,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Djery Baptiste - 2014,NA,"6' 11.5""",228,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Schnider Herard - 2014,NA,"6' 10.5""",261,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Antonio Blakeney - 2014,NA,"6' 3.5""",177,"6' 7.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Briscoe - 2014,NA,"6' 3""",220,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Brunson - 2014,NA,"6' 1.5""",194,"6' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Dorsey - 2014,NA,"6' 4.25""",178,"6' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Austin Grandstaff - 2014,NA,"6' 3.5""",194,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyus Jones - 2014,NA,"6' 0.75""",191,"6' 5.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24
Malachi Richardson - 2014,NA,"6' 3.25""",199,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Simon - 2014,NA,"6' 4.25""",192,"6' 11.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Allonzo Trier - 2014,NA,"6' 3.25""",194,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Glynn Watson - 2014,NA,"6' 0""",159,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Leron Black - 2014,"6' 6.25""",NA,225,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaylen Brown - 2014,"6' 6.5""",NA,217,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kameron Chatman - 2014,"6' 6.75""",NA,218,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marquese Chriss - 2014,"6' 8.75""",NA,210,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jakeenan Gant - 2014,"6' 9""",NA,207,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chase Jeter - 2014,"6' 9.75""",NA,226,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stanley Johnson - 2014,"6' 6.75""",NA,243,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8
Luke Kennard - 2014,"6' 4.75""",NA,189,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Lydon - 2014,"6' 8.75""",NA,194,"6' 11.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dwayne Morgan - 2014,"6' 7""",NA,206,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Myles Turner - 2014,"6' 10""",NA,243,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11
Thomas Welsh - 2014,"7' 0""",NA,242,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justise Winslow - 2014,"6' 6""",NA,229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10
Stephen Zimmerman - 2014,"6' 10""",NA,241,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Lyles - 2014,"6' 9""","6' 10.25""",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
Jahvon Blair - 2015,"6' 3""",NA,168,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Carr - 2015,"6' 1""",NA,185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Matur Maker - 2015,"6' 10""",NA,192,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Corey Johnson - 2015,"6' 4""",NA,198,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jermaine Haley - 2015,"6' 6""",NA,182,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Simi Shittu - 2015,"6' 8""",NA,209,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Awak Piom - 2015,"6' 4""",NA,158,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Edward Ekiyor - 2015,"6' 8""",NA,218,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jerome Desrosiers - 2015,"6' 6""",NA,215,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamal Murray - 2015,"6' 5""",NA,201,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian David - 2015,"6' 5""",NA,186,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Matthew Neufeld - 2015,"6' 10""",NA,226,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Koby McEwen - 2015,"6' 3.25""",NA,184,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nelson Kaputo - 2015,"6' 0""",NA,156,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nevell Provo - 2015,"5' 11""",NA,176,"6' 1.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kyle Alexander - 2015,"6' 10.5""",NA,202,"7' 0.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Abu Kigab - 2015,"6' 5""",NA,205,"6' 8.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Howard Washington - 2015,"6' 2""",NA,159,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Keshawn Saunders - 2015,"6' 3""",NA,176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Jackson - 2015,"6' 6""",NA,232,"7' 1.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Danilo Djuricic - 2015,"6' 6.5""",NA,199,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thon Maker - 2015,"7' 0.5""",NA,219,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Poyser - 2015,"6' 4""",NA,180,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kalif Young - 2015,"6' 8.5""",NA,261,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordy Tshimanga - 2015,"6' 9""",NA,280,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Thompson - 2015,"6' 1""",NA,172,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Al Durham - 2015,"6' 2""",NA,153,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alfred Hollins - 2015,"6' 5""",NA,180,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Amauri Hardy - 2015,"6' 0""",NA,186,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Anthony Johnson - 2015,"6' 3""",NA,210,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Billy Preston - 2015,"6' 9""",NA,233,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
B.J. Dulling - 2015,"6' 6""",NA,208,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Rachal - 2015,"6' 3""",NA,205,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
C.J. Roberts - 2015,"6' 0""",NA,172,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cameron Parker - 2015,"6' 1""",NA,151,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cameron Reddish - 2015,"6' 5""",NA,185,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Charles O'Bannon - 2015,"6' 4""",NA,192,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chaundee Brown - 2015,"6' 4""",NA,196,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chris Lykes - 2015,"5' 6""",NA,160,"5' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian Negron - 2015,"6' 9""",NA,197,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian Popoola - 2015,"6' 2""",NA,183,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chuma Okeke - 2015,"6' 6""",NA,220,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Colin Sexton - 2015,"5' 11""",NA,167,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Connor McCaffery - 2015,"6' 4""",NA,191,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dontavis Heath - 2015,"5' 10""",NA,175,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daejon Davis - 2015,"6' 3""",NA,170,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Damari Milstead - 2015,"6' 0""",NA,168,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Gafford - 2015,"6' 9""",NA,217,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Lewis - 2015,"6' 4""",NA,161,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Darius Banks - 2015,"6' 4""",NA,212,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
David Caraher - 2015,"6' 5""",NA,195,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Davion Mitchell - 2015,"6' 1""",NA,184,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
DeAundre Ballard - 2015,"6' 3""",NA,192,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Deontae Shuler - 2015,"6' 0""",NA,177,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devante Carter - 2015,"6' 1""",NA,195,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devin Newton - 2015,"6' 0""",NA,155,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dhamir Cosby-Roundtree - 2015,"6' 7""",NA,200,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dominick Welch - 2015,"6' 3""",NA,186,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Elijah Landrum - 2015,"5' 9""",NA,162,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ethan Chargois - 2015,"6' 7""",NA,239,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ethan Thompson - 2015,"6' 4""",NA,170,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Evan Gilyard - 2015,"5' 9""",NA,143,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Garrison Brooks - 2015,"6' 7""",NA,207,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gerald Liddell - 2015,"6' 6""",NA,163,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gregory Eboigbodin - 2015,"6' 7""",NA,203,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Hamer Wright - 2015,"6' 8""",NA,196,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Herb Jones - 2015,"6' 5""",NA,169,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ibrahim Doumbia - 2015,"6' 5""",NA,185,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ikechukwu Eke - 2015,"6' 8""",NA,211,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ikechukwu Obiagu - 2015,"6' 11""",NA,224,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Imannuel Allen - 2015,"6' 1""",NA,177,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ira Lee - 2015,"6' 6""",NA,220,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Jasey - 2015,"6' 8""",NA,225,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Israel Barnes - 2015,"6' 1""",NA,156,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Smith - 2015,"6' 7""",NA,178,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamal Johnson - 2015,"6' 2""",NA,168,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamir Harris - 2015,"6' 0""",NA,179,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaron Faulds - 2015,"6' 9""",NA,205,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeremiah Tilmon - 2015,"6' 10""",NA,245,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeremiah Toney - 2015,"6' 4""",NA,189,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jermaine Samuels - 2015,"6' 5""",NA,203,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
J.J. Chandler - 2015,"6' 2""",NA,171,"6' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jontay Porter - 2015,"6' 8""",NA,224,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Goodwin - 2015,"6' 2""",NA,217,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Poole - 2015,"6' 2""",NA,177,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Schakel - 2015,"6' 3""",NA,186,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Tucker - 2015,"6' 6""",NA,204,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Roberts - 2015,"5' 11""",NA,162,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Smith - 2015,"6' 5""",NA,197,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kaleb Wesson - 2015,"6' 8""",NA,299,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Keyshawn Feazell - 2015,"6' 7""",NA,210,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kimani Lawrence - 2015,"6' 5""",NA,202,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kris Wilkes - 2015,"6' 7""",NA,,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Latravian Glover - 2015,"6' 6""",NA,218,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Lavar Batts - 2015,"6' 1""",NA,154,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Lonnie Walker - 2015,"6' 4""",NA,186,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luis Hurtado - 2015,"6' 5""",NA,204,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luka Garza - 2015,"6' 9""",NA,257,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Manny Patterson - 2015,"6' 6""",NA,206,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Markell Johnson - 2015,"6' 0""",NA,163,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mitchell Robinson - 2015,"6' 10""",NA,200,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mohamed Bamba - 2015,"6' 10""",NA,195,"7' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Montez Mathis - 2015,"6' 2""",NA,188,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Myles Douglas - 2015,"6' 5""",NA,208,"0' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nick Richards - 2015,"6' 9""",NA,227,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nojel Eastern - 2015,"6' 5""",NA,185,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
O'Shae Brissett - 2015,"6' 5""",NA,191,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Philmon Gebrewhit - 2015,"6' 6""",NA,168,"6' 4.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
P.J. Washington - 2015,"6' 5""",NA,222,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Remy Martin - 2015,"5' 11""",NA,167,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
R.J. Nembhard - 2015,"6' 3""",NA,181,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Royce Hamm - 2015,"6' 7""",NA,214,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Russell Barlow - 2015,"6' 7""",NA,215,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Samuel Japhet-Mathias - 2015,"6' 10""",NA,289,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shareef O'Neal - 2015,"6' 7""",NA,186,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Silvio De Sousa - 2015,"6' 7""",NA,220,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Solomon Uyaelunmo - 2015,"6' 7""",NA,215,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tavin Lovan - 2015,"6' 2""",NA,180,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terrance Lewis - 2015,"6' 4""",NA,174,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terrell Turner - 2015,"6' 3""",NA,182,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Theo John - 2015,"6' 8""",NA,214,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tristan Clark - 2015,"6' 7""",NA,222,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Poley - 2015,"6' 7""",NA,178,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Victor Bailey - 2015,"6' 3""",NA,168,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Victor Uyaelunmo - 2015,"6' 11""",NA,206,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wyatt Wilkes - 2015,"6' 7""",NA,198,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Billy Preston - 2015,NA,"6' 10.5""",233,"7' 0.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ikechukwu Obiagu - 2015,NA,"7' 0.5""",232,"7' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Udoka Azubuike - 2015,NA,"6' 11.5""",267,"7' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarrett Allen - 2015,NA,"6' 10""",,"0' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Zach Brown - 2015,NA,"7' 0.5""",241,"7' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nick Richards - 2015,NA,"6' 11.5""",227,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mohamed Bamba - 2015,NA,"6' 11.5""",196,"7' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tony Bradley - 2015,NA,"6' 10""",248,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marques Bolden - 2015,NA,"6' 11.5""",240,"7' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Omari Spellman - 2015,NA,"6' 9.5""",269,"7' 1.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kostas Antetokounmpo - 2015,NA,"6' 9.5""",176,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Cook - 2015,NA,"6' 8.5""",244,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Tucker - 2015,NA,"6' 7""",206,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
P.J. Washington - 2015,NA,"6' 8""",221,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gary Trent - 2015,NA,"6' 3.5""",193,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
